12_12;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066627014377;4f21afd48c55d92eb869790f9bb917b6b24be803;0;Simplest thing just bring a payslip;2016-08-01T07:44:23+0000;0
12_13;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066627449377;0992a310156e03314f67457a5ba350e475f40e1a;0;Yeah AV got one here will bring it down with me;2016-08-01T07:44:50+0000;0
12_14;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155066627779377;4f21afd48c55d92eb869790f9bb917b6b24be803;0;Cool;2016-08-01T07:45:08+0000;0
12_15;90229869376_10155064080709377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;2016-07-31T14:10:06+0000;10155064080709377_10155067162794377;b484a24adbe435bc1f70843553b475b2752b6730;0;Hi Mike, not sure I should be seeing this conversation in my Facebook feed, you might want to check your privacy settings;2016-08-01T12:10:39+0000;0
13_0;90229869376_10155064006304377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Tried to bring back my damaged LCD TV that was on guarantee to Sainsbury Camden Road.. and I was totally rejected by the store manager and rude employees. They have no replacement TVs at all so instead told me that I had to carry my TV to another Sainsbury store that has some TVs  but this store was no where near the store I was in. So instead I phoned this store and was again rejected a replacement TV from the store manager there. Both stores completly violated my rights to a replacement product. When I bought the TV 6 months I was told that it will be under guarantee for one full year. I want to do an official complaint and ensure you that I will never be back. I want an urgent solution.  Please let me know how to forward this situation.;2016-07-31T13:49:30+0000;10155064006304377_10155064413809377;7da20b416758b289ad0e3a1ccd4e76a6ea68b71f;1;This was originally a special present given to me by my mother while she came to visit me here. When we bought the TV we asked about what the guarantee would cover and were told that we would be entitled to an identical replacement if there was a problem. Now when I went to look for the replacement I was told I couldn't have that one and they would only give me a replacement of smaller TVs and of less quality and without the same extras as the TV I had, HD, Freeview etc. All I wanted was the same original TV which I have the right to as it is under the guarantee not for a store manager to attempt to rip me off completely with a smaller product of less quality. When buying the product I was led to believe I was paying for a quality TV with a guarantee which would be upheld by your stores. In the future I now know not to believe the lies of the sales season. I did chose Sainsbury over other places w the same deals and now this is your attitude.  Extremely disappointed.;2016-07-31T16:06:29+0000;0
13_1;90229869376_10155064006304377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Tried to bring back my damaged LCD TV that was on guarantee to Sainsbury Camden Road.. and I was totally rejected by the store manager and rude employees. They have no replacement TVs at all so instead told me that I had to carry my TV to another Sainsbury store that has some TVs  but this store was no where near the store I was in. So instead I phoned this store and was again rejected a replacement TV from the store manager there. Both stores completly violated my rights to a replacement product. When I bought the TV 6 months I was told that it will be under guarantee for one full year. I want to do an official complaint and ensure you that I will never be back. I want an urgent solution.  Please let me know how to forward this situation.;2016-07-31T13:49:30+0000;10155064006304377_10155064771979377;pageowner;1;I'm sorry Marina, if the stores don't have the TV in stock they won't be able to provide a replacement. We can check to see which stores stock the item, or any store can provide a refund for you. Really sorry for the hassle. Leigh;2016-07-31T17:57:26+0000;0
13_2;90229869376_10155064006304377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Tried to bring back my damaged LCD TV that was on guarantee to Sainsbury Camden Road.. and I was totally rejected by the store manager and rude employees. They have no replacement TVs at all so instead told me that I had to carry my TV to another Sainsbury store that has some TVs  but this store was no where near the store I was in. So instead I phoned this store and was again rejected a replacement TV from the store manager there. Both stores completly violated my rights to a replacement product. When I bought the TV 6 months I was told that it will be under guarantee for one full year. I want to do an official complaint and ensure you that I will never be back. I want an urgent solution.  Please let me know how to forward this situation.;2016-07-31T13:49:30+0000;10155064006304377_10155064309209377;pageowner;0;Sorry Marina, if the store doesn't carry the product the only thing that can be offered is a refund. Did the stores offer to do this for you? Susanna;2016-07-31T15:30:29+0000;0
14_0;90229869376_10155063946874377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Basics lemonade 2 litre up in price by over 50% since last week. And basics cornflakes a similar rise a few weeks back.;2016-07-31T13:28:51+0000;10155063946874377_10155064284904377;pageowner;0;Hello, there are lots of factors which can affect pricing, from rising costs of raw materials, to the production and packaging and even transportation. Whilst we try to absorb these increases for as long as possible, sometimes we eventually have to put the price up. Sorry to disappoint. Thanks, Allie.;2016-07-31T15:20:58+0000;1
14_1;90229869376_10155063946874377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Basics lemonade 2 litre up in price by over 50% since last week. And basics cornflakes a similar rise a few weeks back.;2016-07-31T13:28:51+0000;10155063946874377_10155065295879377;8c72cf53d98e0dad9c5673480dd1b4705c8334c2;0;Must be because of Brexit.;2016-07-31T21:22:42+0000;1
15_0;90229869376_10155063915344377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Absolutely first class visit met service from Southend team today  especially Luke!  We re not allowed to tell you sour our top secret mission until next week but the response to our very unusual request was amazing...;2016-07-31T13:17:11+0000;10155063915344377_10155064004549377;pageowner;0;Oooh I'm intrigued! I'm pleased to hear you had great service today. Can you PM us some more info? Thanks, Allie.;2016-07-31T13:48:17+0000;0
17_0;90229869376_10155063803614377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;what should I do about product recall on the yoghurts that may contain rubber even tho I have already given 1 to my grand-daughter;2016-07-31T12:29:55+0000;10155063803614377_10155064203859377;9a2415ab67c3aebc3deda98adb4d0fbff23695ba;1;my husband purchased them when he did online shopping with yourselves, we have 7 yoghurts left but have thrown the packaging away from the yoghurt that was eaten;2016-07-31T14:54:33+0000;0
17_1;90229869376_10155063803614377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;what should I do about product recall on the yoghurts that may contain rubber even tho I have already given 1 to my grand-daughter;2016-07-31T12:29:55+0000;10155063803614377_10155064221534377;pageowner;1;I see, could you PM your order number and the name, postcode and email address on the online account? Leigh;2016-07-31T15:01:00+0000;0
17_2;90229869376_10155063803614377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;what should I do about product recall on the yoghurts that may contain rubber even tho I have already given 1 to my grand-daughter;2016-07-31T12:29:55+0000;10155063803614377_10155064227989377;9a2415ab67c3aebc3deda98adb4d0fbff23695ba;1;sure will get that sent shortly;2016-07-31T15:02:53+0000;0
17_3;90229869376_10155063803614377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;what should I do about product recall on the yoghurts that may contain rubber even tho I have already given 1 to my grand-daughter;2016-07-31T12:29:55+0000;10155063803614377_10155064341389377;9a2415ab67c3aebc3deda98adb4d0fbff23695ba;1;details sent;2016-07-31T15:40:05+0000;0
17_4;90229869376_10155063803614377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;what should I do about product recall on the yoghurts that may contain rubber even tho I have already given 1 to my grand-daughter;2016-07-31T12:29:55+0000;10155063803614377_10155064188404377;pageowner;0;Hi Yazzie, really sorry about this. The recall is a precautionary measure as only a limited number may have rubber in them. Do you still have the packaging from the yogurt, and which store did you buy them from? Leigh;2016-07-31T14:47:27+0000;0
19_0;90229869376_10155063627014377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Do you stock the new McVitie s GLUTEN FREE Hob Nobs on the Isle of Wight? (Any store).;2016-07-31T11:05:54+0000;10155063627014377_10155063806554377;pageowner;0;Sorry, this isn't something we stock! Can you PM your email address? We can log a product request for you. Debs;2016-07-31T12:32:20+0000;0
20_0;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063637479377;035e3920c9d70b21ca7183413c8429a2829a36a0;1;I would love to see Vegan Tuna & Mayo. It's easy to make! The tuna is just mashed Chickpeas and then you can get Vegan Mayonnaise :);2016-07-31T11:11:32+0000;3
20_1;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063651944377;abf5bf01933da4918caa08959f00f9c7abba8303;1;Very easy to make falafel and hummus sandwiches with or without salad ☺️;2016-07-31T11:21:01+0000;2
20_2;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063596774377;pageowner;0;Sorry about that Ellie! Any sandwiches in particular you'd like to see in store? Debs;2016-07-31T10:47:45+0000;10
20_3;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063613044377;2a0f926cd5c013b25d960e8dd2b69ae96dfa7bdd;0;Please put vegan sandwiches in the blackpool store too x;2016-07-31T10:56:12+0000;0
20_4;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063623564377;be8e83feaba6116ed78f02c9192e43011fc16afb;0;In all the stores! I've asked for some suggestions from other vegans so I'll have loads of ideas for you soon!;2016-07-31T11:03:20+0000;3
20_5;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063639614377;6f5a1d2eec7d601b3971900af0c2852952fcd0c0;0;vegan sausage and mustard! I'd be really happy to see something like that as most shops just provide beans or falafel which are great, but it'd be nice to see something different :);2016-07-31T11:12:18+0000;7
20_6;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063644214377;e4ea595e83484c6e496edb6d57e1306a1a6b5aab;0;Winchester, Southampton, Fareham and Portsmouth too please! Lots of vegans in these areas x;2016-07-31T11:16:47+0000;1
20_7;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155064454014377;c33166f7562a072c13b7226e8e4abbfcf7c7cab8;1;Is there only one sainsburys store in Belfast?;2016-07-31T16:23:48+0000;1
20_8;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155064465784377;8e2186f54dae4e3f43f7f46f92cede73b6626d09;1;no there are at least three 😊;2016-07-31T16:29:46+0000;1
20_9;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155064473314377;pageowner;1;Hi Marcin, there are three in Belfast: http://bit.ly/21oWP3I. Daryl.;2016-07-31T16:31:16+0000;1
20_10;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155064474134377;8e2186f54dae4e3f43f7f46f92cede73b6626d09;1;See I was right lol lol 😂;2016-07-31T16:31:47+0000;1
20_11;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063647124377;8e2186f54dae4e3f43f7f46f92cede73b6626d09;0;Branston pickle and vegan cheese!! 😍. Been burrito .. BELFAST STORES TOO PLEASE 😀;2016-07-31T11:18:10+0000;4
20_12;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063648824377;702d0c07586ef2d3ef089e87f33af923f06798f7;0;Roasted veg, falafel with a chutney?;2016-07-31T11:19:38+0000;1
20_13;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063648924377;8b093c6b33164954d3aeb4df59026b1e618a63d8;0;Vegan chicken mayo and sweetcorn! Or chickpeas and mashed avocado 😍;2016-07-31T11:19:42+0000;1
20_14;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063649449377;17f09378708b9c07764265f1c8875ad8876caa86;0;Avocado, sundried tomato and sausage please!;2016-07-31T11:20:09+0000;2
20_15;90229869376_10155063563329377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;2016-07-31T10:26:19+0000;10155063563329377_10155063652749377;c8c3ccc4794e670c10e4e86537fda154875da024;0;Yes to vegan sandwiches! Sausage and pickle/chutney, avocado and tomato, olive tapenade and veg please. Tamworth branch 😊;2016-07-31T11:21:20+0000;1
